company,company_id,company_size,country,country_iso3,bundle_id,industry,year,indicator,value,unit_of_measure,sub_code,id
Jiujiuwang Food International Ltd,58573,Large,China,CHN,44915,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,2803,Metric tons,301-1-a,30430260
Jiujiuwang Food International Ltd,58573,Large,China,CHN,44915,Processed Foods,2022,Total fuel consumption from non-renewable sources,0,GJ,302-1-a,17184957
Jiujiuwang Food International Ltd,58573,Large,China,CHN,44915,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,26.2,Metric tons of CO2-equivalent,305-1-a,17185278
Jiujiuwang Food International Ltd,58573,Large,China,CHN,44915,Processed Foods,2022,Gross other indirect (Scope 3) GHG emissions,18.1,Metric tons of CO2-equivalent,305-3-a,17184360
Jiujiuwang Food International Ltd,58573,Large,China,CHN,44915,Processed Foods,2022,Significant air emissions,4.77,Metric tons,305-7-a,20661763
House Foods Group Inc,13548,Large,Japan,JPN,24560,Processed Foods,2022,GHG emissions reduced as a direct result of reduction initiatives,230,Metric tons of CO2-equivalent,305-5-a,7799824
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Total weight of waste diverted from disposal,14580.8,Metric tons,306-4-a,22507454
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Water consumption from all areas,366121,m3,303-5-a,22512112
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Water withdrawal from all areas,366121,m3,303-3-a,22512202
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Water consumption from all areas with water stress,366121,m3,303-5-b,22512127
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Change in water storage,120326,m3,303-5-c,22511982
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Total weight of waste generated,14580.8,Metric tons,306-3-a,22509817
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Water withdrawal from all areas with water stress,366121,m3,303-3-b,22510161
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Water withdrawal breakdown by sources,366121,m3,303-3-c,22512192
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,592.7,Metric tons,306-4-b,22511446
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Total weight of waste directed to disposal,14580.8,Metric tons,306-5-a,22512571
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Employee breakdown by gender and region,27,number_of_employees,2-7-a,22510682
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",296524.8,GJ,302-1-c,22509537
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Employees that were still employed 12 months after their return from parental leave,41,number_of_employees,401-3-d,22509628
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Employees that returned to work after parental leabve,44,number_of_employees,401-3-c,22509530
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,New employee hires,2223,number_of_employees,401-1-a,29784123
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,14580.17,Metric tons,306-4-c,22512333
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Employees entitled to parental leave,44,number_of_employees,401-3-a,22509545
President Bakery PCL,75674,Large,Thailand,THA,46605,Processed Foods,2022,Total weight of hazardous waste directed to disposal,5.34,Metric tons,306-5-b,22512122
Utz Brands Inc,8351,Large,United States,USA,57968,Processed Foods,2022,Water withdrawal from all areas,706358,m3,303-3-a,25835332
Sanford Ltd/NZ,80262,Large,New Zealand,NZL,46936,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,10629,Metric tons,306-4-b,18539210
Sanford Ltd/NZ,80262,Large,New Zealand,NZL,46936,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,10629,Metric tons,306-4-c,18539186
Sanford Ltd/NZ,80262,Large,New Zealand,NZL,46936,Processed Foods,2022,GHG emissions reduced as a direct result of reduction initiatives,2200,Metric tons of CO2-equivalent,305-5-a,18539211
Sanford Ltd/NZ,80262,Large,New Zealand,NZL,46936,Processed Foods,2022,New employee hires,186,number_of_employees,401-1-a,30114540
Standard Foods Corp,86115,Large,Taiwan,TWN,47493,Processed Foods,2022,Water withdrawal breakdown by sources,544100,m3,303-3-c,18702354
Standard Foods Corp,86115,Large,Taiwan,TWN,47493,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,6788,Metric tons,306-4-c,18702394
Standard Foods Corp,86115,Large,Taiwan,TWN,47493,Processed Foods,2022,Reductions in energy consumption achieved through conservation and efficiency measures,76062.74,GJ,302-4-a,18702400
Standard Foods Corp,86115,Large,Taiwan,TWN,47493,Processed Foods,2022,Number of suppliers assessed for environmental impacts,47,number_of_suppliers,308-2-a,30008924
Standard Foods Corp,86115,Large,Taiwan,TWN,47493,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",339882,GJ,302-1-c,18702333
Standard Foods Corp,86115,Large,Taiwan,TWN,47493,Processed Foods,2022,Total energy consumption within the organization,28742.62,GJ,302-1-e,18702300
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Total weight of waste directed to disposal,7600,Metric tons,306-5-a,18332070
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Total energy consumption within the organization,4213029,GJ,302-1-e,18332019
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",4213029,GJ,302-1-c,18331787
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Total fuel consumption from non-renewable sources,4213029,GJ,302-1-a,18332377
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,10946,Metric tons of CO2-equivalent,305-2-a,18332024
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,197694,Metric tons of CO2-equivalent,305-1-a,18331934
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Total weight of waste generated,306258,Metric tons,306-3-a,18332436
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,10946,Metric tons of CO2-equivalent,305-2-b,18332051
The J M Smucker Company,89607,Large,United States,USA,47818,Processed Foods,2022,Total energy consumption outside of the organization,4213029,GJ,302-2-a,18331875
Unity Foods Ltd,92863,Large,Pakistan,PAK,48118,Processed Foods,2022,Employee breakdown by gender and region,577,number_of_employees,2-7-a,18187497
SA San Miguel AGICI y F,79619,Large,Argentina,ARG,48784,Processed Foods,2022,Total weight of non-hazardous waste diverted from disposal,33550.5,Metric tons,306-4-c,23304699
"Snyder's-Lance, Inc.",84577,Large,United States,USA,48864,Processed Foods,2022,"Direct economic value generated and distributed: revenues and distributions (operating costs, employee compensation, payments to capital providers, government, and community investments)",112800000,USD,201-1-a,30192530
"Snyder's-Lance, Inc.",84577,Large,United States,USA,48864,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",10676305.12,GJ,302-1-c,18739924
"Snyder's-Lance, Inc.",84577,Large,United States,USA,48864,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,214265,Metric tons of CO2-equivalent,305-2-a,18739840
"Snyder's-Lance, Inc.",84577,Large,United States,USA,48864,Processed Foods,2022,Water consumption from all areas,2043926,m3,303-5-a,18739899
"Snyder's-Lance, Inc.",84577,Large,United States,USA,48864,Processed Foods,2022,Water withdrawal from all areas,21477982,m3,303-3-a,18739938
Barry Callebaut AG,8318,Large,Switzerland,CHE,57966,Processed Foods,2022,Employees anti-corruption training,1882,number_of_employees,205-2-e,26178382
Barry Callebaut AG,8318,Large,Switzerland,CHE,57966,Processed Foods,2022,Gross other indirect (Scope 3) GHG emissions,131672575,Metric tons of CO2-equivalent,305-3-a,26178398
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,18162,Metric tons of CO2-equivalent,305-2-b,27413544
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2022,Scope 1 biogenic CO2 emissions,305,Metric tons of CO2-equivalent,305-1-c,27413561
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2022,Total fuel consumption from non-renewable sources,195544.48,GJ,302-1-a,27413514
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2022,Total energy consumption within the organization,195544.48,GJ,302-1-e,27413474
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",195544.48,GJ,302-1-c,27413496
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2022,Gross other indirect (Scope 3) GHG emissions,2903452,Metric tons of CO2-equivalent,305-3-a,27053053
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,81610,Metric tons of CO2-equivalent,305-2-a,27052817
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Water consumption from all areas,5451000,m3,303-5-a,23191110
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Total weight of hazardous waste directed to disposal,1240,Metric tons,306-5-b,23191186
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Employee breakdown by gender and region,2601,number_of_employees,2-7-a,23190952
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,1240,Metric tons,306-4-b,23191174
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Water consumption from all areas with water stress,5451,m3,303-5-b,23191112
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Total weight of waste generated,34400,Metric tons,306-3-a,23191149
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Total weight of waste diverted from disposal,34400,Metric tons,306-4-a,23191086
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2022,Scope 1 biogenic CO2 emissions,91000,Metric tons of CO2-equivalent,305-1-c,23191157
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Employee breakdown by gender and region,8702,number_of_employees,2-7-a,18821586
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Total number of significant instances of non-compliance with laws and regulations,1,number_of_instances,2-27-a,20439369
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Incidents of non-compliance with regulations regarding the health and safety impacts of products and services,1,number_of_incidents,416-2-a,20439437
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Incidents of discrimination,1,number_of_incidents,406-1-a,30240524
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,61236,Metric tons,301-1-a,30240578
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Water consumption from all areas,4161000000,m3,303-5-a,18821592
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Total weight of hazardous waste diverted from disposal,173,Metric tons,306-4-b,18821604
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2022,Water withdrawal breakdown by sources,4161000000,m3,303-3-c,18821589
Aryzta AG,13485,Large,Switzerland,CHE,50484,Processed Foods,2022,Gross market-based energy indirect (Scope 2) GHG emissions,137511,Metric tons of CO2-equivalent,305-2-b,23431401
Aryzta AG,13485,Large,Switzerland,CHE,50484,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,98144,Metric tons of CO2-equivalent,305-1-a,23431391
Aryzta AG,13485,Large,Switzerland,CHE,50484,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,101931,Metric tons of CO2-equivalent,305-2-a,23431399
Aryzta AG,13485,Large,Switzerland,CHE,50484,Processed Foods,2022,Scope 1 biogenic CO2 emissions,977,Metric tons of CO2-equivalent,305-1-c,23431395
Aryzta AG,13485,Large,Switzerland,CHE,50484,Processed Foods,2022,Total fuel consumption from non-renewable sources,3365107.2,GJ,302-1-a,23431294
Aryzta AG,13485,Large,Switzerland,CHE,50484,Processed Foods,2022,Total energy consumption within the organization,2364771.6,GJ,302-1-e,23431398
Aryzta AG,13485,Large,Switzerland,CHE,50484,Processed Foods,2022,"Total electricity, heating, cooling and steam consumption",2364771.6,GJ,302-1-c,23431367
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,24943.68,Metric tons of CO2-equivalent,305-2-a,30834609
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2022,Number of suppliers assessed for environmental impacts,37,number_of_suppliers,308-2-a,30091090
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Gross location-based energy indirect (Scope 2) GHG emissions,16358.18,Metric tons of CO2-equivalent,305-2-a,28019982
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,GHG emissions reduced as a direct result of reduction initiatives,105,Metric tons of CO2-equivalent,305-5-a,28018598
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Water withdrawal from all areas with water stress,53570,m3,303-3-b,28019629
Jaya Swarasa Agung TBK PT,16013,Large,Indonesia,IDN,25957,Processed Foods,2022,Employee breakdown by gender and region,214,number_of_employees,2-7-a,7897150
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,1277.54,Metric tons of CO2-equivalent,305-1-a,28019419
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Water consumption from all areas with water stress,19340,m3,303-5-b,28018861
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Change in water storage,4700,m3,303-5-c,28018885
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Water withdrawal breakdown by sources,53570,m3,303-3-c,28019973
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Total weight of waste generated,102.36,Metric tons,306-3-a,28020014
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Employees that returned to work after parental leabve,2,number_of_employees,401-3-c,28020032
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Employees that took parental leave,6,number_of_employees,401-3-b,28020295
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Employees that were still employed 12 months after their return from parental leave,2,number_of_employees,401-3-d,28020308
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Total monetary value of government financial assistance received,17104890,USD,201-4-a,30285554
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,"Direct economic value generated and distributed: revenues and distributions (operating costs, employee compensation, payments to capital providers, government, and community investments)",57385790,USD,201-1-a,30285565
Lien Hwa Industrial Corporation,15250,Small,Taiwan,TWN,50591,Processed Foods,2022,Total weight or volume of materials used in produced and packaged products,2178,Metric tons,301-1-a,30285585
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2022,Gross direct (Scope 1) GHG emissions,52987.52,Metric tons of CO2-equivalent,305-1-a,30834556
